5;Muito bom mesmo; Otimo aparelho cumpre o que promete, não tive problemas algum com 3 unidades que adquerir. 
4;otimo; Muito bom o aparelho gostei, só faltou ter leitor biométrico, mais o resto e ótimo. 
4;Muito bom; Bom. 
5;Bom.; Aparelho bom. Recomendo o celular para quem precisa de um produto básico e barato, somente para rodar alguns aplicativos, atender chamadas e receber mensagens. 
5;Excelente; Bom. 
5;Excelente; Qualidade qualidade qualidade pura muito bom. 
4;Muito bom; Muito bom!. 
4;Muito bom; Muito bom. Apenas um pouco lento para suas aplicações mas configurando ou trocando a rom fica muito bom. 
4;Muito bom; Otimo recomendo. 
1;na verdade nao gostei ; O telefone fica travando direto mesmo sem ter nada estalado no telefone. 
5;Produto bom, top em ótima qualidade.; Produto bom, top em ótima qualidade. 
5;Recomendo por ser um intermediário e muito bom...; Muito bom rápido eficiente leve e bonito, do jeito que eu queria. Ótimo. 
5;Excelente; Ótimo aparelho, bom demais de sinal!. 
5;Excelente; Muito bom o produto. 
5;Excelente; Otimo produto e de otima qualidade bom acabamento e funcionando perfeitamente. 
5;Eexcelente ; Cel top. Recomendo. Rápido. Muito banana. Memória excelente. E visual top. 
5;Excelente; Ótimo produto, recomendo a todos!!. 
5;LINDO; Lindo, lindo, lindo, estou apaixonada por ele. Já comprei um preto e outro laranja. Vc nem lembra que tem bateria para carregar. Super recomendado. 
5;OTIMO VENDEDOR TUDO OQUEI; Produto bom e original costei muito. 
1;Muito ruim; Mais o memos. 
2;Telefone não atendeu as minhas expectativas; Não gostei do aparelho, pois o som é muito baixo, o menu não é tão amigável e a bateria não dura tanto quanto eu esperava. Por ser um telefone utilizado por meu pai apenas para receber e fazer ligações a bateria não dura um dia inteiro. 
2;Carregador usb desconhecido na minha cidade.; O produto e bom mas veio com um deito, o carregador nao e compativel com as tomadas da qui, nunca vi um carregador igual e este, o cabo usb ta ok. 
2;muito ruim; Nao gostei muito o indioma muito ruim alto falante horrível câmera ruim me arrependi ter comprado dou so duas estrela me arependi nao ter comprado jt 7. 
2;pergunta; Quero fazer a troca do produto mas não consigo falar com ninguém. Como faço para devolver. 
2;Um bom vendedor; Otimo. 
5;Ótimo ; Ótimo produto! ! ! ! ! ! ! ! ! ! ! ! !. 
1;Otimo; Um produto muito bom perfeito eu recomendo esse aparelho. 
4;Muito bom; Produto de boa qualidade. Atende ao que se propõe. 
5;Excelente; E ótimo pelo menos ainda não travou só achei á câmera meio ruim mais e do jeito q eu queria. 
5;Melhor do que eu esperava, muito top!!; Um produto excelente, até agora não tenho do que reclamar. Vale a pena!!. 
5;Excelente; Melhor q o esperado. Agora só vou comprar os chinesinhos. Custo benefício ótimo. 
2;Otimo; Excelente aparelho, tudo que eu precisava no momento. 
2;Ruim; Aparelho não veio nota. Utensílios não são do celular. Trava muito. 
5;Excelente; Bom minha filha adorou o presente. 
5;Excelente; Produto e achei muito bom como eu uso. 
2;não gostei; Esquenta demais!!! não consigo usar trajeto de uma hora o waze. 
5;Excelente; Ótimo produto conforme anunciado, leve, prático, design moderno, vários recursos tecnológicos. 
5;Excelente; Produto ótimo mas veio sem a nota fiscal e estou esperando resolver !. 
1;Produto veio com defeito.; Produto veio com defeito e não vem com garantia de fábrica. Tive que devolver. 
2;Me senti ludibriado. ; Produto anunciado como versão global mas vem com o carregador da versão chinesa. 
5;Excelente; Otimo produto. 
1;tudo que não presta não deveria ser divulgado.; Vou deixa vocês mesmo ter suas próprias conclusão de como é fácil fazer uma imagem de um aparelho como este e enganar as pessoas. 
5;Excelente; Muito bom. 
2;Não recomendo Samsung galaxy s8; Por mais bom que seja este aparelho eu não recomendo, a tela dele não presta quebra com muita facilidade e flagil d+, a garantia não cobre,infelizmente, por minimo que seja vai a luta pra tentar conseguir que eles concerte ou te der um novo ,que acho impossível,sem te cobrar, vai de ter a sorte de não derrubar este aparelho,fora a tela de casca de ovo, o sistema as demais funções excelente. 
1;bom; Quando liga o símboloda motorola nao aparece. Aparece do lenovo. 
2;Excepcional; Super recomendo o produto so atrasou um pouco mais é otimo. 
2;Mas e um bom aparelho, recomendo!; O produto e bom, mas demorou de mais pra chegar, quase imfartei de tanto esperar!. 
4;Muito bom; Produto é exatamente conforme o descrito. O sinal é muito bom. Recomendo a todos do ml. 
2;ruim pedir o dinheiro ; Descaregar logo e trava muito não vale a pena compra. 
2;Sad; O celular tem ótimo desempenho mas infelizmente ele é bloqueado pela operadora verizon e não pega nenhum chip das operadoras brasileiras. Vou comprar outro celular mais simples para fazer e receber ligações. 
4;Muito bom; Muito bom, recomendo ótimo aparelho. 
2;nao gostei; Blu grand m trava muito nao gostei dele aff celular horrivel. 
2;Ruim; Achei bom,porém para falar nele é meio ruim. 
1;Muito Ruim; Celular péssimo, não tem tecla para lanterna. Celular somente para falar e ouvir. Me arrependi de comprar este produto. Vou jogar no lixo. 
4;Excelente custo beneficio.; O produto foi comprado para revenda e apresentou excelente aceitação pelo compradores. 
1;Ruim; Aparelho não tem a função de guardar apps no cartão sd. Agora já fiquei sem espaço e estou pensando em trocar de celular, mas no vou comprar nunca lg. 
5;Excelente; Muito bomor o aparelho, simples, mas ótimo aparelho, só não e melhor porque não e 3g, é so gsm. 
1;Muito ruim; Muito fraco lento bateria pessima. 
2;Muito bom gostei; Muito bom. 
5;Otimo, celular veio com todos os acessórios e mais; Ótimo , gostei bastante do celular. Veio com capa de plastico , mais duas capas pra trocar a cor e película. Completo. 
2;Ruim; Muito bom super recomendo. 
5;Excelente; Excelente super satisfeita. Obrigada. 
5;Excelente; Ótimo celular ótimo custo beneficio. 
4;Achei ótimo o meu produto .; É um produto muito bom, gostei e recomendo a todos e um excelente produto. 
1;Horrível; Um lixo, trava demais, sem memória. 
1;lixo, enganação ; Um lixo, o produto nao funciona e nao querem devolver meu dinheiro. 
1;Muito ruim; Uma merda. 
5;Amei o aparelho, super indico.; Bastante satisfeita, lindo, leve, prático e um excelente funcionamento. 
5;celular bom!; Celular bom, gostei bastante!. 
1;Nao indico o produto.; Horrível,trava,desliga,as pessoas nao me escutam perfeitamente,etc. 
2;Comprei porque diz na descricao que é original; Funciona mas nao é original!. 
5;Ótimo...; Ótimo produto. Celular cumpre o que promete. 
5;Maravilhoso; Ótimo produto, atendeu minhas expectativas. As fotos ficam lindas e o android bem atual. 
4;Muito bom; Muito bom aparelho. 
4;Muito bom; Muito bom o produto gostei demais. 
5;Excelente Aquisição; Perfeito, em material, acabamento e operacional. Excelente aquisição. Muito feliz com minha compra, totalmente eficiente. Até agora nenhum problema com meu aparelho. 3/32 é ótimo e melhor do que qualquer celular na mesma faixa de preço. 
2;Ótimo.; Boa tarde. Produto muito bom. Aprovado. 
5;Sensacional ; Sensacional, estou muito satisfeito com o celular top. 
1;Enganoso; Trata-se de produto recondicionado, não sendo de montagem da própria apple. A placa lógica de meu, comprado há menos de 1 ano, queimou, sendo inviável o conserto, tendo perdido o aparelho. 
1;Porcaria de celular e porcaria de vendedor.; Celular trava demais. Várias vezes por dia tem que reiniciar senão não recebe ligações. Ele é quase uma porcaria. 
1;Péssimo ; Não gostei primeiro celular que não tem opção de som o volume é péssimo comprei para minha mãe vou ter que comprar outro ligo para mesma não atende por um motivo o toque é muito baixo e também não consigo ouvir quando ela ligar pra mim. 
1;Propaganda enganosa; A bateria não dura nem a metade do proposto. 
5;gostei muinto; Otimo gostei muinto do produto eu recomendo. 
1;Muito ruim; Produto de péssima qualidade não recomendo !!. 
5;Maravilhoso e lindo com uma qualidade excelente ; Ótimo de excelente qualidade, não trava e é lindo. 
5;Aparelho basico confiavel e de qualidade!; Depois da saida de mercado da nokia e o aparelho basicao 2 chips c lanterna mais confiavel que temos acesso. Aguaenta o rojao!. 
4;Smartphone Celular Blu Studio C Hd Android 5.1 Tel; Produto dentro das especificações anunciadas. 
2;Mais ou menos; Mais ou menos para ligar e desligar tá ótimo. 
1;Muito ruim; O produto veio com defeito e ate hoje nao me deram uma solução. Foi a pior compra que ja fiz no mercado livre. 
1;Pessima compra.; A bateria acaba em tempo abaixo do mínimo. Foi o pior presente que já dei. Estou muito arrependida por ter efetuado a compra. 
2;Decpcionada!; O celular é bom (original), porém o carregador e fone não são originais do aparelho, muito decepcionada! a caixa veio toda aberta , tudo solto na caixa xacalhando , inclusive película de vidro veio quebrada devido, estar tudo solto. 
1;Bateria viciada; A bateria está viciada, dura pouco!!!. 
1;Ruim; Comprei e no segundo dia deu defeito riz a devolução e estou aguardando a devoluçao do dinheiro. 
1;Muito ruim; Nao e moto g original ele escrito moto g. 
1;Bom ater de mais ; Excelente de boa qualidade recomendo a todos. 
5;Pra quem procura preço aliado a qualidade ; Recomendo muito, já conheço a marca e é show. 
1;Não posso opinar um produto que não tenho em mãos ; Produto veio com defeito e mandei para fazer a troca e até agora nada. 
1;PRODUTO FRACASSADO!; Produto péssimo!! câmera péssima!! fica chegando várias propagandas e vírus! não recomendo!!!. 
1;Bom; Achei q era novo mais era seme novo. 
5;Excelente; Ok. 
5;Excelente; Ótimo produto recomendo. 
5;muito show ; Muito bom super recomendo vale apena comprar. 
1;Os periféricos são Ruim, o aparelho é ótimo.; Os periféricos são ruins. O brinde tela de vidro veio quebrada e o adaptador para o carregador veio com o pino quebrado. O aparelho é ótimo. 
1;Ruim; Não correspondeu as minhas expectativas buga muito da muito erro nos aplicativos. 
5;Surpreendente!; A bateria ainda está cheia com quase um mês de uso. Ótimo produto, ótimo preço. 
1;Produto se péssima qualidade; Péssimo, não é original. Interface é horrível e não capta rede. 
2;Bom; De acordo com o preço o produto ta valendo. 
4;Muito bom; A pessoa que ganhou fico muito feliz com o produto. 
5;Tudo ok. recomendo a todos.ssssssssss; Tudo ok. Recomendo a todos. Ssssssssss. 
2;Otimo; Muito bom. 
1;Muito ruim; Péssimo péssimo péssimo péssimo. 
2;Produto nao é nacional mas é bom!; Produto bom, mas nao é brasileiro, e sim importado, camera mas ou menos!. 
5;tudo funcionando normal recomendo; Funcionando normal recomendo. 
5;Excelente; Já conheço o produto, é ótimo, recomendo. 
2;Ruim; Lento. 
4;Muito bom; Gostei, a câmera é boa e o aparelho facil de manusear. 
1;Muito ruim; Produto anunciado não corresponde a realidade. 
1;Muito ruim; Veio o produto errado pra mim. Pedi o xiaomi redmi note 4 e veio o moto g5. 
1;Muito ruim receber um produto sem q tenha sido te; Produto veio de fábrica com problemas de tela tremida ao ligar. Devolvi o produto em 7 dias conforme contato com o mercado livre. E necessito receber a devolução do valor do produto pago. 
1;Muito ruim; Ruim não gostei veio com problema. 
5;Lindo e eficiente.; Telefone de otima qualidade, recomendo a toda comunidade do mercado livre. 
5;Excelente; Celular chego tdu certinho muito bom. 
5;Otimo; Aparelho muito homes recommendo. 
2;Ruim; Não gostei dos encaixes. Tampa não fecha com precisão, e ele desliga do nada. 
1;Não ; Um montão de estrela eu daria, amei o aparelho é muito bom excelente. 
5;Sou muito feliz com o BLU. ; Eu apenas me lembro que eu estava procurando um telefone capaz de atender as minhas necessidades básicas e de um valor razoável que eu pudesse pagar, pois eu precisava substituir imediatamente o surrado celular naquela ocasião. Depois de muita pesquisa quase desistindo, já que o perfil do cel que eu pretendia era para mim muito caro, finalmente encontrei o blu. Eu o investiguei bastante , e quando percebi que era ele, não perdi tempo. Sou muito feliz com ele. Recomendo. 
4;Ótimo aparelho ! ; Ótima qualidade ! faltou apenas a caixa e manual. 
1;a câmera e pesima; Não esse célula não e bom porque nem original e. 
5;Muito bom!; Muito bom, cumpre o que promete! qualidade!. 
1;O vendedor é show. O celular é fraco.; O produto é bom,pelo preço. Mas se vc estar procurando um celular para seu uso como seu celular pessoal ,nao compre esse. 
1;Muito bom por se um aparelho intermediário ; Gostei do aparelho. 
5;Excelente; Muito bom só a bateria que não para carregada não sei porque descarrega muito rápido. 
1;Se for só pra ligações é bom...; Erro foi inteiramente meu. Eu vi que a descrição do celular tinha apenas 512mb de memória ram e 4gb de memória interna e mesmo assim comprei. Dei de presente achando que pelo menos o whatsapp e o facebook rodariam. Porém não deu certo! só a atualização do sistema já deu memória cheia e quando transferi os app para cartão de memória os mesmos demoravam muito para abrir e mesmo quando abria não rodava direito. Se alguém quiser só pra fazer ligações tá de bom tamanho. 
1;Nn; Fdfdhvft. 
5;Otimo!; Excelente! smartphone muito bom pessoal, barato e com auto desempenho. 
2;Ruim; Excelente rapido, mas ja solicitei 2vezes a nota fiscal e ninguem responde. 
1;Muito ruim; Péssimo produto, péssimo suporte da loja, se durou 3 meses foi muito. 
2;Ruim; Produto não original!. 
5;Excelente; Ótimo celular,gostei muito do produto. 
4;Muito bom; Ótimo custo x benefício. 
5;Excelente; Dentro das minhas expectativas. 
5;Ótimo; Produto de boa qualidade, amei !. 
2;Ruim; Com problemas pra carregar e descarrega mt rápido. 
1;Horrível v; O produto é horrível, a tela é péssima para mexer. Além de não comportar determinados aplicativos. 
5;1.000; Excelente aparelho top gostei muito. 
2;Nao compraria outro celular desse!; O aparelho não é original a caixa veio violada o carregador não é original a bateria não é original, não veio nota fiscal! não compraria novamente!. 
5;Excelente; Atende muito bem as minhas necessidades, bom desempenho, otimo produto. 
2;Achei o produto fraco ele está com problema ; A marca em si ê boa mas o celular está travando já travou várias vezes não sei o que está acontecendo. 
4;Gostei; Ótimo produto novo e original bom. 
4;Muito bom; Celular ótimo custo benefício, rápido 4g muito bom, a câmera não é muito boa, mas pelo preço atende as espectativas. 
5;Melhor compra ; Apple sempre produzindo ótimos produtos ! amei o aparelho perfeito super rápido, tira lindas fotos! bateria excelente ! amando. 
5;Muito bom; Muito bom, excelente!!!. . Parabens. 
5;Muito BOM; Aparelho, bom sem defeito e com todos acessórios funcionando. 
5;Excelente; Ótimo celular,fácil de mexer,recomendo. 
4;Muito bom; Funcional e resistente. 
5;Excelente; Maravilhoso!! tudo correto. Produto de excelente qualidade. Em perfeitas condições,original! super recomendo!. 
1;Decepcionado; Depois de pouco tempo o aparelho passou a desligar sozinho mesmo com bateria. O preço não compensa, aparelho duvidoso, eu deveria ter considerado as opiniões dos outros compradores sobre esse produto. 
2;Ccelular ruim ; Meu celular deu problema. Não funciona na configuração 4g. Soh acessa a internet na 3g. Meu celular antigo funcionava no 4g. Não gostei deste aparelho. 
2;Ruim; Celular lindo, porém trava muito, e a câmera é péssima. 
1;Muito ruim; Não tem memória trava td hr e aparece um app e chinês td hr. 
2;Já está dando defeito o aparelho.; O celular já está apresentando problema com pouco tempo de uso, quando vc aperta o botão pra ligar a tela a tela fica branca e demora um tempo pra aparecer imagem. 
4;Produto de boa qualidade ; Muito bom telefone bem rápido e as câmeras q naum são 100 por cento mais pelo preco vale a pena. 
1;VENDEDOR NÃO CONFIÁVEL; O carregador que veio na caixa e falso e o modelo também e diferente de um original. Comprei um carregador original que deveria vir na caixa. O fone que veio e da china tenho foto do lado de um original. Segue as printis. Caso quiserem ver as fotos copiem os links e abrem no navegador. Carregador. Http://prntscr. Com/hzzfnc (original). Http://prntscr. Com/hzzg0d (falso que vem na caixa). Fone. Http://prntscr. Com/hzzghq. (ao lado o original e o da china que eles mandam ). 
1;Muito ruim; Não gostei é replica e ele trava toda hora fiquei muinto decepcionada. 
5;Excelente; Otimo produto. Nota 10. 
1;Maravilhoso; Eu adorei ele é muito bom maravilhoso. 
5;Vale cada centavo; Lindo design. Processador foguete. Câmera top. Bateria dura muito e carrega rápido!!. 
5;Bom custo Beneficio; Muito bom, recomendo, so os correios que atrasam mesmo. 
5;Muito bom; Otimo produto. 
5;Ótimo; Prático. 
1;bad; Aparelho sem nota alguma. 
1;Muito ruim; A bateria dele nao segura carga o doa todo tem que carregar duas a tres vezes por dia se receber muitas ligacoes como e meu caso. 
1;Bom; Boum aparelho. Atende as expectativas. 
1;Sem comentários; Sem comentários. 
1;Muito ruim; Estou com muita dificuldades com o produto trava muito. Pois sou taxista dependo muito de um bom funcionamento do aparelho. 
4;Muito bom; Muito bom. 
1;Muito ruim; Ruim não pega o chip e é fraco. 
2;Não indico.. Sem nota fiscal e cor errada; A cor foi enviada errada e sem nota fiscal. Não indico. 
1;Aparelho muito ruin; Muito ruim,não comprem é só raiva que vcs vão passar. 
4;muito bom. além das expectativas. ; Muito bom, excedeu as expectativas. 
1;Muito ruim; O telefone não me agradou,por isso devolverei. 
2;Bonito, mas deixa muito a desejar; A imagem explode de tantos pixels, a camera é pecima tanto frontal como traseira. Ele é lindo. Mas compre msm se estiver precisando pq o custo é baixo. Não parece ser original e sim de primeira linha. 
2;O Vendedor é excelente, mais o produto não ! ; O produto tem um problema sério com o carregador, uma travinha da conexão desprende e fica muito difícil para carregar. Não compraria novamente. 
4;Muito bom; Muito bom em quase todos os aspectos. Peca um pouco na câmera, que não é uma das melhores (porém longe de ser ruim) e no microfone/saída de som, extremamente mal localizados. Porém, o custo benefício é enorme. 
5;Como anunciado. ; Muito bom funcionando perfeitamente. 
5;Excelente; Muito bom produto, recomendo. 
5;Excelente; Celular muito bom pra quem n?o exige muito atende muito bem. 
4;Muito bom; Nada a reclamar. Celular muito bom,bateria otima. 
1;Muito ruim; Veio estragado a cameta as fotos fica tremidas. 
5;Excelente; Produto bom e recomendado para quem quer um celular de baixo custo e de boa funcionalidade. 
1;prefiro não opinar em nada !!; Prefiro não opinar em nada !!. 
2;Ruim; Qualidade baixa, tem todas as funções, porem muito lento e trava muito, so volta quando tira a bateria. 
1;Muito ruim; Produto não durou nem 2 meses, apresentou defeito, mandei para troca e não obtive retorno. 
4;Recomendo a quem estiver em duvida compra que é bo; O celular e muito bom. 
5;Excelente; Muito bom, funciona muito bem. A bateria dura até nove dias dependendo do uso. Pena que tem poucas funções, pois é um aparelho bem simples, mas é eficiente. 
